Date,Day,Slot Time,Venue,Court,Status,Price,Last checked
2026-09-20,Sun,10:00 am to 11:00 am,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 10:53
2026-09-20,Sun,11:00 am to 12:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 11:58
2026-09-20,Sun,12:00 pm to 1:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 12:53
2026-09-20,Sun,1:00 pm to 2:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 13:54
2026-09-20,Sun,2:00 pm to 3:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 14:53
2026-09-20,Sun,3:00 pm to 4:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 15:53
2026-09-20,Sun,4:00 pm to 5:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 16:53
2026-09-20,Sun,5:00 pm to 6:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 17:58
2026-09-20,Sun,6:00 pm to 7:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 18:53
2026-09-20,Sun,7:00 pm to 8:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 19:53
2026-09-20,Sun,8:00 pm to 9:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 20:53
2026-09-20,Sun,9:00 am to 10:00 am,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,20 Sep 09:54
2026-09-20,Sun,10:00 am to 10:30 am,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 10:20
2026-09-20,Sun,10:30 am to 11:00 am,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 10:53
2026-09-20,Sun,11:00 am to 11:30 am,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 11:19
2026-09-20,Sun,11:30 am to 12:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 11:58
2026-09-20,Sun,12:00 pm to 12:30 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 12:23
2026-09-20,Sun,12:30 pm to 1:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 12:53
2026-09-20,Sun,1:00 pm to 1:30 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 13:19
2026-09-20,Sun,1:30 pm to 2:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 13:54
2026-09-20,Sun,2:00 pm to 2:30 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 14:20
2026-09-20,Sun,2:30 pm to 3:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,20 Sep 14:53
2026-09-20,Sun,3:00 pm to 3:30 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,20 Sep 15:19
2026-09-20,Sun,3:30 pm to 4:00 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,20 Sep 15:53
2026-09-20,Sun,4:00 pm to 4:30 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,20 Sep 16:19
2026-09-20,Sun,4:30 pm to 5:00 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,20 Sep 16:53
2026-09-20,Sun,6:00 pm to 6:30 pm,Global Sports Complex | Noida,Tennis Court,Booked,325,20 Sep 18:22
2026-09-20,Sun,6:30 pm to 7:00 pm,Global Sports Complex | Noida,Tennis Court,Booked,325,20 Sep 18:53
2026-09-20,Sun,10:00 am to 11:00 am,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 10:53
2026-09-20,Sun,11:00 am to 12:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 11:58
2026-09-20,Sun,12:00 pm to 1:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 12:53
2026-09-20,Sun,1:00 pm to 2:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 13:54
2026-09-20,Sun,2:00 pm to 3:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 14:53
2026-09-20,Sun,3:00 pm to 4:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 15:53
2026-09-20,Sun,4:00 pm to 5:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 16:53
2026-09-20,Sun,5:00 pm to 6:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 17:58
2026-09-20,Sun,6:00 am to 7:00 am,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Booked,222,20 Sep 06:53
2026-09-20,Sun,6:00 pm to 7:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 18:53
2026-09-20,Sun,7:00 am to 8:00 am,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Booked,222,20 Sep 07:54
2026-09-20,Sun,7:00 pm to 8:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Booked,222,20 Sep 19:53
2026-09-20,Sun,8:00 am to 9:00 am,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 08:54
2026-09-20,Sun,8:00 pm to 9:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Booked,222,20 Sep 20:53
2026-09-20,Sun,9:00 am to 10:00 am,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,20 Sep 09:54
2026-09-20,Sun,10:00 am to 10:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 10:20
2026-09-20,Sun,10:00 pm to 10:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 22:20
2026-09-20,Sun,10:30 am to 11:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 10:53
2026-09-20,Sun,10:30 pm to 11:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 22:52
2026-09-20,Sun,11:00 am to 11:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 11:19
2026-09-20,Sun,11:00 pm to 11:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 23:19
2026-09-20,Sun,11:30 am to 12:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 11:58
2026-09-20,Sun,11:30 pm to 12:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 23:55
2026-09-20,Sun,12:00 pm to 12:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 12:23
2026-09-20,Sun,12:30 pm to 1:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 12:53
2026-09-20,Sun,1:00 pm to 1:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 13:19
2026-09-20,Sun,1:30 pm to 2:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 13:54
2026-09-20,Sun,2:00 pm to 2:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 14:20
2026-09-20,Sun,2:30 pm to 3:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 14:53
2026-09-20,Sun,3:00 pm to 3:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 15:19
2026-09-20,Sun,3:30 pm to 4:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 15:53
2026-09-20,Sun,4:00 pm to 4:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 16:19
2026-09-20,Sun,4:30 pm to 5:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 16:53
2026-09-20,Sun,5:00 am to 5:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 05:19
2026-09-20,Sun,5:00 pm to 5:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 17:18
2026-09-20,Sun,5:30 am to 6:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 05:19
2026-09-20,Sun,5:30 pm to 6:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 17:58
2026-09-20,Sun,6:00 am to 6:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 06:23
2026-09-20,Sun,6:00 pm to 6:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 18:22
2026-09-20,Sun,6:30 am to 7:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 06:53
2026-09-20,Sun,6:30 pm to 7:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 18:53
2026-09-20,Sun,7:00 am to 7:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 07:20
2026-09-20,Sun,7:00 pm to 7:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 19:20
2026-09-20,Sun,7:30 am to 8:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 07:54
2026-09-20,Sun,7:30 pm to 8:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 19:53
2026-09-20,Sun,8:00 am to 8:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 08:21
2026-09-20,Sun,8:00 pm to 8:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 20:19
2026-09-20,Sun,8:30 am to 9:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 08:54
2026-09-20,Sun,8:30 pm to 9:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 20:53
2026-09-20,Sun,9:00 am to 9:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 09:21
2026-09-20,Sun,9:00 pm to 9:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 21:19
2026-09-20,Sun,9:30 am to 10:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 09:54
2026-09-20,Sun,9:30 pm to 10:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,20 Sep 21:54
2026-09-20,Sun,10:00 am to 10:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 10:20
2026-09-20,Sun,10:00 pm to 10:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 22:20
2026-09-20,Sun,10:30 am to 11:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 10:53
2026-09-20,Sun,10:30 pm to 11:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 22:52
2026-09-20,Sun,11:00 am to 11:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 11:19
2026-09-20,Sun,11:00 pm to 11:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 23:19
2026-09-20,Sun,11:30 am to 12:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 11:58
2026-09-20,Sun,11:30 pm to 12:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 23:55
2026-09-20,Sun,12:00 am to 12:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 00:20
2026-09-20,Sun,12:00 pm to 12:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 12:23
2026-09-20,Sun,12:30 am to 1:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 00:50
2026-09-20,Sun,12:30 pm to 1:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 12:53
2026-09-20,Sun,1:00 am to 1:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 01:19
2026-09-20,Sun,1:00 pm to 1:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 13:19
2026-09-20,Sun,1:30 am to 2:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 01:53
2026-09-20,Sun,1:30 pm to 2:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 13:54
2026-09-20,Sun,2:00 am to 2:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 02:18
2026-09-20,Sun,2:00 pm to 2:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 14:20
2026-09-20,Sun,2:30 am to 3:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 02:52
2026-09-20,Sun,2:30 pm to 3:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 14:53
2026-09-20,Sun,3:00 am to 3:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 03:19
2026-09-20,Sun,3:00 pm to 3:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 15:19
2026-09-20,Sun,3:30 am to 4:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 03:52
2026-09-20,Sun,3:30 pm to 4:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 15:53
2026-09-20,Sun,4:00 am to 4:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 04:19
2026-09-20,Sun,4:00 pm to 4:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 16:19
2026-09-20,Sun,4:30 am to 5:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 04:51
2026-09-20,Sun,4:30 pm to 5:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,400,20 Sep 16:53
2026-09-20,Sun,5:00 am to 5:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 05:19
2026-09-20,Sun,5:00 pm to 5:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,400,20 Sep 17:18
2026-09-20,Sun,5:30 am to 6:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 05:19
2026-09-20,Sun,5:30 pm to 6:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,400,20 Sep 17:58
2026-09-20,Sun,6:00 am to 6:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 06:23
2026-09-20,Sun,6:00 pm to 6:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,400,20 Sep 18:22
2026-09-20,Sun,6:30 am to 7:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 06:53
2026-09-20,Sun,6:30 pm to 7:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,400,20 Sep 18:53
2026-09-20,Sun,7:00 pm to 7:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,400,20 Sep 19:20
2026-09-20,Sun,7:30 pm to 8:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 19:53
2026-09-20,Sun,8:00 pm to 8:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 20:19
2026-09-20,Sun,8:30 pm to 9:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 20:53
2026-09-20,Sun,9:00 am to 9:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 09:21
2026-09-20,Sun,9:00 pm to 9:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 21:19
2026-09-20,Sun,9:30 am to 10:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,20 Sep 09:54
2026-09-20,Sun,9:30 pm to 10:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,20 Sep 21:54
2026-09-21,Mon,10:00 am to 11:00 am,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 10:54
2026-09-21,Mon,11:00 am to 12:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 11:21
2026-09-21,Mon,12:00 pm to 1:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 12:58
2026-09-21,Mon,1:00 pm to 2:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 13:57
2026-09-21,Mon,2:00 pm to 3:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 14:56
2026-09-21,Mon,3:00 pm to 4:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 15:55
2026-09-21,Mon,8:00 pm to 9:00 pm,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 20:53
2026-09-21,Mon,9:00 am to 10:00 am,Apex Sports Academy | Noida,Tennis (Clay Courts),Filling Fast,400,21 Sep 09:56
2026-09-21,Mon,10:00 am to 10:30 am,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 10:23
2026-09-21,Mon,10:30 am to 11:00 am,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 10:54
2026-09-21,Mon,11:00 am to 11:30 am,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 11:21
2026-09-21,Mon,11:30 am to 12:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 11:21
2026-09-21,Mon,12:00 pm to 12:30 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 12:26
2026-09-21,Mon,12:30 pm to 1:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 12:58
2026-09-21,Mon,1:00 pm to 1:30 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 13:22
2026-09-21,Mon,1:30 pm to 2:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 13:57
2026-09-21,Mon,2:00 pm to 2:30 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 14:22
2026-09-21,Mon,2:30 pm to 3:00 pm,Global Sports Complex | Noida,Tennis Court,Not Booked,300,21 Sep 14:56
2026-09-21,Mon,3:00 pm to 3:30 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,21 Sep 15:21
2026-09-21,Mon,3:30 pm to 4:00 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,21 Sep 15:55
2026-09-21,Mon,4:00 pm to 4:30 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,21 Sep 16:21
2026-09-21,Mon,4:30 pm to 5:00 pm,Global Sports Complex | Noida,Tennis Court,Filling Fast,300,21 Sep 16:55
2026-09-21,Mon,6:30 am to 7:00 am,Global Sports Complex | Noida,Tennis Court,Filling Fast,600,21 Sep 06:55
2026-09-21,Mon,6:00 am to 7:00 am,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,21 Sep 06:55
2026-09-21,Mon,6:00 pm to 7:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Booked,222,21 Sep 18:54
2026-09-21,Mon,7:00 pm to 8:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Not Booked,222,21 Sep 19:55
2026-09-21,Mon,8:00 pm to 9:00 pm,Indrayu Jeta Sports | Noida,Tennis (Acrylic Court),Booked,222,21 Sep 20:53
2026-09-21,Mon,10:00 pm to 10:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 22:22
2026-09-21,Mon,10:30 pm to 11:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 22:51
2026-09-21,Mon,11:00 pm to 11:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 23:20
2026-09-21,Mon,11:30 pm to 12:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 23:57
2026-09-21,Mon,12:00 pm to 12:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 12:26
2026-09-21,Mon,12:30 pm to 1:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 12:58
2026-09-21,Mon,1:00 pm to 1:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 13:22
2026-09-21,Mon,1:30 pm to 2:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 13:57
2026-09-21,Mon,2:00 pm to 2:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 14:22
2026-09-21,Mon,2:30 pm to 3:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 14:56
2026-09-21,Mon,3:00 pm to 3:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 15:21
2026-09-21,Mon,3:30 pm to 4:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 15:55
2026-09-21,Mon,4:00 pm to 4:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 16:21
2026-09-21,Mon,4:30 pm to 5:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 16:55
2026-09-21,Mon,5:00 am to 5:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 05:18
2026-09-21,Mon,5:00 pm to 5:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 17:22
2026-09-21,Mon,5:30 am to 6:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 05:18
2026-09-21,Mon,6:00 am to 6:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 06:23
2026-09-21,Mon,6:30 am to 7:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 06:55
2026-09-21,Mon,7:00 am to 7:30 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 07:21
2026-09-21,Mon,7:30 am to 8:00 am,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 07:55
2026-09-21,Mon,7:30 pm to 8:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 19:55
2026-09-21,Mon,8:00 pm to 8:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Booked,199,21 Sep 20:22
2026-09-21,Mon,8:30 pm to 9:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Booked,199,21 Sep 20:53
2026-09-21,Mon,9:00 pm to 9:30 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 21:21
2026-09-21,Mon,9:30 pm to 10:00 pm,Spodium Arena | Sector 29,Tennis Court (Clay),Not Booked,199,21 Sep 21:55
2026-09-21,Mon,10:00 am to 10:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 10:23
2026-09-21,Mon,10:00 pm to 10:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 22:22
2026-09-21,Mon,10:30 am to 11:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 10:54
2026-09-21,Mon,10:30 pm to 11:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 22:51
2026-09-21,Mon,11:00 am to 11:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 11:21
2026-09-21,Mon,11:00 pm to 11:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 23:20
2026-09-21,Mon,11:30 am to 12:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 11:21
2026-09-21,Mon,11:30 pm to 12:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 23:57
2026-09-21,Mon,12:00 am to 12:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 00:20
2026-09-21,Mon,12:00 pm to 12:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 12:26
2026-09-21,Mon,12:30 am to 1:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 00:51
2026-09-21,Mon,12:30 pm to 1:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 12:58
2026-09-21,Mon,1:00 am to 1:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 01:18
2026-09-21,Mon,1:00 pm to 1:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 13:22
2026-09-21,Mon,1:30 am to 2:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 01:53
2026-09-21,Mon,1:30 pm to 2:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 13:57
2026-09-21,Mon,2:00 am to 2:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 02:19
2026-09-21,Mon,2:00 pm to 2:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 14:22
2026-09-21,Mon,2:30 am to 3:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 02:53
2026-09-21,Mon,2:30 pm to 3:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 14:56
2026-09-21,Mon,3:00 am to 3:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 03:18
2026-09-21,Mon,3:00 pm to 3:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 15:21
2026-09-21,Mon,3:30 am to 4:00 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 03:53
2026-09-21,Mon,3:30 pm to 4:00 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 15:55
2026-09-21,Mon,4:00 am to 4:30 am,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,300,21 Sep 04:20
2026-09-21,Mon,4:00 pm to 4:30 pm,Way To Slams Tennis Academy,Tennis (Clay Courts),Not Booked,150,21 Sep 16:21
